nf_topo_id,severity_id,asp,dem,slope
19232,37011,South,1847,22
19233,37012,West,1531,0
19234,37013,North,1886,32
19235,37014,South,1625,22
19236,37015,North,1504,32
19237,37016,West,1657,0
19238,37017,South,1440,32
19239,37018,West,1473,0
19240,37019,West,1680,22
19241,37024,South,1559,22
19242,37026,East,2025,64
19243,37027,East,1726,32
19244,37028,North,1633,0
19245,37029,North,2992,22
19246,37032,North,1733,22
19247,37033,West,1943,44
19248,37040,North,1483,0
19249,37041,North,1707,0
19250,37043,North,2145,22
19251,37046,East,1530,22
19252,37047,West,2013,64
19253,37048,South,1668,32
19254,37051,South,2133,22
19255,37054,North,1398,0
19256,37055,North,1531,64
19257,37058,South,1813,22
19258,37060,West,2239,0
19259,37062,West,1634,22
19260,37063,East,1689,0
19261,37064,South,2245,32
19262,37065,East,1654,22
19263,37066,East,1554,32
19264,37070,West,1376,0
19265,37072,West,1883,22
19266,37074,West,1384,0
19267,37075,West,1563,0
19268,37079,North,1453,0
19269,37080,East,1362,22
19270,37081,East,1667,44
19271,37084,North,1427,0
19272,37085,East,1502,0
19273,37087,West,1641,22
19274,37088,East,1932,44
19275,37089,East,1569,22
19276,37092,West,1520,0
19277,37093,East,1509,44
19278,37094,North,1372,0
19279,37095,East,2414,0
19280,37096,East,2447,44
19281,37098,South,2268,32
19282,37099,West,1532,0
19283,37100,East,1437,22
19284,37101,South,2049,0
19285,37103,West,2370,64
19286,37107,West,1668,22
19287,37109,North,1674,22
19288,37112,East,1590,22
19289,37113,North,1466,44
19290,37114,East,1490,44
19291,37115,East,2039,32
19292,37116,South,2841,32
19293,37117,North,2165,22
19294,37119,East,1315,32
19295,37122,East,2329,22
19296,37123,North,2016,32
19297,37125,South,1985,22
19298,37126,East,1399,22
19299,37130,North,1319,0
19300,37134,East,2023,22
19301,37135,West,1587,0
19302,37140,North,1402,0
19303,37144,North,1480,0
19304,37148,North,1730,22
19305,37153,North,1650,22
19306,37154,East,1840,22
19307,37155,West,1683,0
19308,37157,East,2176,22
19309,37158,West,1594,32
19310,37160,South,1648,0
19311,37161,West,1645,22
19312,37162,East,2860,0
19313,37164,North,1766,0
19314,37165,East,2083,0
19315,37166,South,1365,0
19316,37172,East,1307,22
19317,37176,East,1825,22
19318,37184,East,1623,0
19319,37186,South,1432,22
19320,37187,West,1557,22
19321,37190,South,1889,22
19322,37192,West,2027,22
19323,37199,West,1779,44
19324,37200,East,1485,0
19325,37201,East,2359,64
19326,37202,West,2373,22
19327,37203,South,2395,0
19328,37204,North,1581,22
19329,37206,North,1839,32
19330,37207,West,1414,0
19331,37208,West,1334,0
19332,37209,South,1624,22
19333,37210,South,1401,0
19334,37211,East,2134,22
19335,37213,North,2209,22
19336,37214,West,1511,0
19337,37218,East,1701,0
19338,37220,East,2418,0
19339,37221,North,1823,32
19340,37222,East,2042,22
19341,37224,East,1926,32
19342,37228,East,1733,0
19343,37229,West,1681,0
19344,37232,West,1710,32
19345,37234,East,2698,22
19346,37235,East,3061,44
19347,37236,South,2050,44
19348,37237,West,1762,32
19349,37238,South,2512,44
19350,37241,South,2169,32
19351,37242,West,1432,0
19352,37246,North,1615,22
19353,37248,East,2823,22
19354,37251,South,1696,22
19355,37259,North,1779,22
19356,37260,West,1453,22
19357,37263,South,1548,32
19358,37264,South,2131,64
19359,37265,South,1312,0
19360,37267,North,1407,0
19361,37270,South,1685,22
19362,37271,North,1598,0
19363,37275,East,1451,0
19364,37276,East,1544,22
19365,37277,North,1454,0
19366,37283,West,1436,22
19367,37284,West,2025,0
19368,37286,South,1782,22
19369,37287,South,1701,22
19370,37288,South,2275,22
19371,37291,West,1458,0
19372,37292,West,1906,22
19373,37294,East,1453,0
19374,37295,North,2031,64
19375,37296,South,1454,0
19376,37298,South,1802,22
19377,37299,North,1979,22
19378,37300,South,1646,44
19379,37301,North,2020,32
19380,37303,East,1452,22
19381,37307,North,1399,0
19382,37308,West,1888,22
19383,37311,East,2301,32
19384,37313,South,1584,22
19385,37315,South,1775,22
19386,37316,East,2256,44
19387,37320,South,1538,22
19388,37323,West,1605,44
19389,37324,South,2474,64
19390,37326,North,1927,0
19391,37327,West,1312,0
19392,37329,North,1616,0
19393,37330,North,1479,32
19394,37332,South,2517,64
19395,37333,South,1652,0
19396,37336,North,1527,32
19397,37337,North,1823,22
19398,37338,North,1592,44
19399,37340,West,1360,0
19400,37342,North,1549,0
19401,37345,West,2318,32
19402,37348,South,2646,32
19403,37349,West,1851,22
19404,37352,South,2040,32
19405,37353,North,3131,0
19406,37354,South,2276,22
19407,37356,South,1321,0
19408,37357,East,2321,44
19409,37361,North,2156,0
19410,37367,West,2408,32
19411,37368,South,2089,44
19412,37372,West,1912,22
19413,37374,West,2366,0
19414,37378,East,2478,0
19415,37381,South,1897,22
19416,37383,West,2016,32
19417,37385,West,1330,0
19418,37386,East,1974,22
19419,37387,South,1453,0
19420,37389,West,1928,22
19421,37391,North,1504,0
19422,37392,South,1653,0
19423,37396,North,1365,22
19424,37397,South,1689,22
19425,37400,North,1245,0
19426,37402,South,2003,0
19427,37403,West,1698,22
19428,37405,East,1647,0
19429,37412,North,1827,0
19430,37413,South,1464,0
19431,37416,West,1398,0
19432,37418,North,1651,0
19433,37419,West,1975,90
19434,37420,East,1647,0
19435,37422,South,1365,0
19436,37425,East,1841,0
19437,37426,West,2898,0
19438,37427,East,1554,64
19439,37429,South,1697,22
19440,37431,South,1450,0
19441,37435,North,2012,22
19442,37436,West,2017,64
19443,37439,North,1708,32
19444,37442,South,2153,44
19445,37443,East,1617,32
19446,37444,South,1365,0
19447,37445,East,1604,32
19448,37449,South,2143,22
19449,37455,South,1603,32
19450,37457,West,1345,0
19451,37458,East,1424,22
19452,37462,South,1387,0
19453,37465,West,1798,22
19454,37466,South,1641,22
19455,37470,West,2897,22
19456,37471,East,1741,22
19457,37472,South,1792,22
19458,37474,East,2026,32
19459,37475,North,2052,32
19460,37478,East,1786,44
19461,37479,North,1320,0
19462,37480,East,2289,44
19463,37482,South,1458,0
19464,37484,West,1700,22
19465,37485,South,1510,0
19466,37486,South,1718,0
19467,37487,East,2731,22
19468,37488,East,1654,0
19469,37489,West,1890,0
19470,37490,North,1712,22
19471,37492,East,2190,22
19472,37493,South,2140,44
19473,37494,West,1646,22
19474,37495,East,2062,22
19475,37496,West,2034,0
19476,37497,North,1463,0
19477,37499,East,1221,22
19478,37500,East,1692,0
19479,37503,East,1736,22
19480,37504,West,1831,0
19481,37505,North,1532,90
19482,37506,South,1573,22
19483,37510,West,2039,22
19484,37511,South,1644,22
19485,37512,North,1513,0
19486,37513,West,1939,0
19487,37515,East,1766,22
19488,37517,West,1660,0
19489,37518,West,1515,0
19490,37521,North,1516,0
19491,37522,South,1607,32
19492,37526,South,2555,0
19493,37532,East,2060,64
19494,37533,North,1520,0
19495,37535,East,2417,64
19496,37539,North,1577,22
19497,37540,South,1355,0
19498,37541,West,1648,22
19499,37543,South,1292,0
19500,37544,East,1471,22
19501,37545,North,1357,0
19502,37546,South,1454,32
19503,37548,East,2069,0
19504,37549,East,1565,22
19505,37550,East,2804,22
19506,37551,East,1724,0
19507,37552,East,1261,22
19508,37553,East,1898,32
19509,37554,East,1491,22
19510,37557,East,2245,22
19511,37559,East,1406,0
19512,37561,North,1453,0
19513,37562,West,2118,32
19514,37565,South,2713,22
19515,37567,West,1997,64
19516,37570,West,1585,0
19517,37572,North,1663,44
19518,37574,West,1658,0
19519,37575,East,2025,22
19520,37578,North,1604,0
19521,37579,West,2078,22
19522,37580,North,1632,22
19523,37582,East,1966,44
19524,37584,South,1441,0
19525,37586,West,1665,0
19526,37588,East,1318,0
19527,37591,North,1629,44
19528,37592,South,2199,22
19529,37593,South,2027,22
19530,37594,West,2030,22
19531,37600,South,1849,32
19532,37602,West,1361,0
19533,37603,North,1652,22
19534,37607,South,2335,32
19535,37608,East,1819,22
19536,37609,North,1591,0
19537,37612,West,1907,22
19538,37614,North,1317,0
19539,37615,South,1582,0
19540,37616,South,1593,0
19541,37618,East,1453,0
19542,37622,West,2010,32
19543,37623,East,1648,22
19544,37624,East,1655,0
19545,37625,South,1488,0
19546,37626,West,1700,32
19547,37627,West,1827,44
19548,37639,East,2135,64
19549,37640,South,2073,0
19550,37643,West,1571,0
19551,37644,South,2024,22
19552,37646,South,1615,44
19553,37647,East,1560,22
19554,37651,West,1422,0
19555,37653,South,1431,0
19556,37654,South,2135,32
19557,37656,East,1690,32
19558,37657,South,1318,22
19559,37659,East,1702,0
19560,37664,East,1545,0
19561,37666,South,2879,0
19562,37668,North,1617,0
19563,37671,West,1936,22
19564,37672,South,1624,22
19565,37674,East,1660,44
19566,37675,East,1958,32
19567,37679,South,1683,22
19568,37680,East,1475,22
19569,37682,South,2110,22
19570,37684,West,1670,0
19571,37685,East,1358,22
19572,37686,East,1424,22
19573,37687,East,1798,22
19574,37688,South,1764,44
19575,37691,North,1337,32
19576,37693,North,1875,90
19577,37695,East,2293,22
19578,37696,South,1929,22
19579,37697,East,2142,64
19580,37698,West,2003,44
19581,37703,East,2750,0
19582,37704,South,1795,22
19583,37705,West,1993,32
19584,37706,South,1319,0
19585,37709,West,1456,0
19586,37711,West,2764,44
19587,37712,West,1775,44
19588,37716,North,2100,44
19589,37721,East,1802,22
19590,37722,South,1635,22
19591,37725,South,2487,32
19592,37726,North,1374,0
19593,37729,North,1992,32
19594,37730,North,1817,64
19595,37732,South,1788,32
19596,37733,North,2084,22
19597,37736,West,1619,0
19598,37737,East,2434,22
19599,37738,West,1455,0
19600,37739,West,2206,44
19601,37740,West,1425,22
19602,37741,South,1655,44
19603,37744,South,1846,32
19604,37745,East,2449,64
19605,37746,East,1477,0
19606,37748,North,1310,0
19607,37749,West,1431,22
19608,37752,West,1462,0
19609,37753,West,1400,0
19610,37754,South,1907,0
19611,37755,East,2219,64
19612,37756,West,1953,22
19613,37757,East,1565,0
19614,37761,West,1366,0
19615,37762,West,1938,64
19616,37771,West,1414,0
19617,37772,South,2698,32
19618,37773,North,1751,0
19619,37776,West,1507,0
19620,37777,South,1751,32
19621,37778,East,2227,44
19622,37782,North,1517,0
19623,37783,East,1616,22
19624,37784,West,2325,44
19625,37786,South,1709,22
19626,37789,East,1369,0
19627,37790,West,1579,0
19628,37791,East,1309,0
19629,37793,West,1426,0
19630,37795,South,1338,0
19631,37796,South,2036,22
19632,37797,West,1558,22
19633,37798,West,1721,22
19634,37799,East,2108,0
19635,37800,West,1829,64
19636,37802,South,1338,0
19637,37806,East,1649,0
19638,37808,East,1667,32
19639,37809,South,2375,32
19640,37810,North,1399,0
19641,37811,South,2131,22
19642,37813,North,1397,0
19643,37814,South,1544,22
19644,37817,East,1830,22
19645,37822,East,2553,22
19646,37827,East,1458,0
19647,37829,North,1755,32
19648,37830,South,2319,22
19649,37835,South,1952,0
19650,37837,East,1292,0
19651,37842,South,1807,22
19652,37843,West,1514,0
19653,37844,East,2196,22
19654,37845,East,2027,32
19655,37849,West,1512,22
19656,37852,East,1517,22
19657,37858,West,1973,44
19658,37863,East,2026,44
19659,37865,South,1331,0
19660,37867,West,1745,22
19661,37871,East,2854,0
19662,37873,North,1532,22
19663,37882,East,2181,32
19664,37883,North,1618,0
19665,37884,East,1818,32
19666,37885,South,1778,32
19667,37887,South,1901,32
19668,37888,North,1756,64
19669,37891,East,1453,0
19670,37893,South,2090,44
19671,37895,East,1295,32
19672,37900,North,1548,0
19673,37901,South,1524,0
19674,37906,West,1554,0
19675,37907,South,2225,44
19676,37911,East,1595,0
19677,37912,South,1823,0
19678,37914,West,1964,32
19679,37916,South,1652,0
19680,37917,West,2108,32
19681,37918,West,2360,64
19682,37919,West,1377,0
19683,37921,East,1696,22
19684,37926,South,1556,32
19685,37928,West,1790,90
19686,37930,East,1853,22
19687,37933,North,2832,22
19688,37940,West,1869,44
19689,37943,East,1788,22
19690,37945,North,1453,0
19691,37947,South,2524,22
19692,37952,South,1935,32
19693,37953,West,1693,22
19694,37954,North,1384,0
19695,37956,East,1490,0
19696,37958,East,1700,22
19697,37961,West,1671,0
19698,37962,West,1507,0
19699,37965,East,1802,22
19700,37967,South,1309,0
19701,37969,East,1462,22
19702,37971,East,1497,0
19703,37972,East,2306,32
19704,37973,West,1396,0
19705,37974,South,2481,32
19706,37975,North,2077,0
19707,37977,West,1661,22
19708,37978,East,1552,22
19709,37979,North,3122,0
19710,37980,South,1395,0
19711,37982,South,2102,64
19712,37983,West,1689,0
19713,37985,South,1843,22
19714,37986,North,1752,22
19715,37987,West,1631,0
19716,37988,North,1997,44
19717,37991,North,1098,22
19718,37992,North,1632,22
19719,37993,South,2079,22
19720,37995,West,1409,0
19721,37997,East,1381,0
19722,38003,West,1323,32
19723,38005,South,1803,0
19724,38008,West,1326,0
19725,38009,West,1309,0
19726,38012,North,1651,64
19727,38014,East,1403,0
19728,38016,North,1765,22
19729,38017,West,2862,22
19730,38022,West,1338,0
19731,38025,North,1865,44
19732,38029,East,1793,0
19733,38030,East,1545,22
19734,38032,West,1734,22
19735,38033,South,2129,0
19736,38034,South,1819,32
19737,38036,West,1370,0
19738,38038,South,1923,22
19739,38041,North,1572,22
19740,38043,South,2715,44
19741,38044,East,2851,0
19742,38047,North,1685,22
19743,38048,North,1894,0
19744,38049,East,2323,22
19745,38051,East,1786,22
19746,38056,West,1428,32
19747,38057,East,2237,32
19748,38059,West,1503,0
19749,38061,West,1677,0
19750,38063,South,1702,22
19751,38064,West,1461,0
19752,38065,West,2427,64
19753,38066,West,1867,44
19754,38070,East,1980,32
19755,38071,South,2298,0
19756,38072,East,1260,22
19757,38073,North,1483,0
19758,38075,South,1718,0
19759,38076,South,1864,44
19760,38077,West,1622,0
19761,38079,East,1852,64
19762,38083,West,1338,0
19763,38085,East,1695,32
19764,38086,South,1534,0
19765,38089,West,1312,32
19766,38090,West,1607,32
19767,38091,West,1587,0
19768,38092,West,2364,22
19769,38095,West,1520,22
19770,38096,South,2336,0
19771,38097,North,1578,44
19772,38098,West,1522,32
19773,38100,South,1768,0
19774,38102,South,1504,0
19775,38104,West,1991,32
19776,38106,East,2013,32
19777,38107,South,1707,22
19778,38111,South,1448,0
19779,38112,East,2543,90
19780,38115,North,1592,22
19781,38117,West,1691,32
19782,38118,East,1454,0
19783,38119,South,1782,22
19784,38120,South,1577,44
19785,38122,East,1614,22
19786,38124,South,1397,0
19787,38127,North,1618,0
19788,38128,East,1552,0
19789,38131,East,1495,32
19790,38133,South,2420,22
19791,38135,East,2808,22
19792,38137,North,2156,0
19793,38139,East,1813,22
19794,38140,North,1779,0
19795,38141,West,1572,22
19796,38142,North,1704,22
19797,38145,West,1914,22
19798,38148,East,1535,0
19799,38150,East,1451,0
19800,38151,West,1422,0
19801,38153,West,1952,32
19802,38154,West,1434,0
19803,38155,West,1572,22
19804,38156,West,1685,0
19805,38157,East,1807,22
19806,38158,East,1807,22
19807,38159,East,1446,0
19808,38160,West,1732,22
19809,38162,West,1326,0
19810,38165,North,2936,90
19811,38167,North,1582,0
19812,38169,East,1419,22
19813,38171,West,1345,0
19814,38173,South,1652,0
19815,38175,West,1464,0
19816,38177,South,1873,32
19817,38180,West,1456,0
19818,38182,South,1680,22
19819,38186,East,2177,22
19820,38190,East,1415,0
19821,38191,North,1449,0
19822,38193,South,1484,0
19823,38194,East,1760,22
19824,38195,East,3116,22
19825,38196,East,1622,0
19826,38198,West,1870,0
19827,38201,East,1604,44
19828,38202,East,1510,22
19829,38205,East,1352,32
19830,38206,West,2762,22
19831,38208,North,1594,0
19832,38209,North,1700,0
19833,38211,East,1678,22
19834,38215,North,2121,32
19835,38216,South,2039,0
19836,38221,South,1487,22
19837,38224,South,2085,22
19838,38225,West,1416,0
19839,38228,West,1685,0
19840,38229,East,1619,0
19841,38230,West,2308,64
19842,38231,South,2379,32
19843,38233,North,2052,44
19844,38235,West,1306,0
19845,38236,North,1658,0
19846,38237,North,1995,22
19847,38238,West,1461,0
19848,38239,West,1650,0
19849,38240,East,1693,22
19850,38241,West,1692,64
19851,38243,South,2099,64
19852,38244,South,2211,22
19853,38245,West,2111,32
19854,38248,South,1471,0
19855,38255,East,1779,32
19856,38256,East,1604,22
19857,38258,West,2201,22
19858,38264,East,1766,32
19859,38265,West,1645,22
19860,38266,South,2070,0
19861,38267,North,1512,22
19862,38269,South,1296,0
19863,38271,West,1938,44
19864,38272,South,1454,0
19865,38273,West,1946,32
19866,38274,North,1502,0
19867,38276,East,1645,44
19868,38277,East,1560,32
19869,38278,South,1799,0
19870,38279,South,2544,44
19871,38280,South,1864,22
19872,38281,East,1506,0
19873,38282,West,1632,0
19874,38283,East,1769,22
19875,38285,North,2221,22
19876,38289,South,1594,22
19877,38292,West,1370,0
19878,38293,East,1660,22
19879,38297,North,1306,0
19880,38299,South,1441,44
19881,38302,South,2010,22
19882,38303,East,2134,90
19883,38306,North,1816,0
19884,38309,North,1319,32
19885,38311,South,2349,44
19886,38312,South,1730,0
19887,38313,South,1962,44
19888,38315,East,1922,32
19889,38319,West,1631,22
19890,38321,West,1535,0
19891,38323,West,2748,44
19892,38324,North,1325,0
19893,38325,North,1555,0
19894,38329,East,1304,0
19895,38330,South,1740,22
19896,38331,North,1595,0
19897,38332,West,1533,0
19898,38334,East,1426,32
19899,38336,East,2102,32
19900,38337,East,2291,44
19901,38338,South,1708,44
19902,38339,East,2526,44
19903,38340,East,1958,22
19904,38341,South,1878,32
19905,38342,West,1330,0
19906,38343,East,1633,0
19907,38345,South,1911,22
19908,38346,West,1462,0
19909,38347,South,1543,0
19910,38349,West,2055,22
19911,38350,North,2076,22
19912,38352,South,1926,32
19913,38353,North,2118,22
19914,38355,East,2610,22
19915,38356,North,1810,22
19916,38357,North,1599,0
19917,38358,North,1836,22
19918,38359,East,2084,22
19919,38361,South,2165,44
19920,38365,West,1546,0
19921,38366,North,1595,0
19922,38368,South,1795,32
19923,38369,South,1492,32
19924,38373,North,2456,0
19925,38374,South,1607,0
19926,38375,East,1835,0
19927,38382,West,1803,32
19928,38383,West,1532,22
19929,38386,South,1786,32
19930,38387,West,1817,32
19931,38388,South,1285,0
19932,38389,West,1601,0
19933,38393,South,1557,22
19934,38394,West,1492,22
19935,38395,North,1420,44
19936,38398,East,1664,0
19937,38400,West,1962,22
19938,38401,West,1996,22
19939,38403,South,1641,0
19940,38404,East,2062,22
19941,38405,North,2083,32
19942,38406,East,1918,44
19943,38410,South,2003,0
19944,38411,West,1967,32
19945,38412,West,1647,22
19946,38416,South,2552,44
19947,38419,South,1347,32
19948,38421,South,1503,22
19949,38425,West,1528,0
19950,38428,North,2462,22
19951,38430,South,2397,64
19952,38432,East,1583,0
19953,38437,West,1441,22
19954,38439,East,1793,32
19955,38440,West,1372,0
19956,38441,West,1737,0
19957,38444,West,1640,32
19958,38445,North,1608,0
19959,38446,South,1627,0
19960,38448,West,2416,0
19961,38449,South,1754,44
19962,38450,East,1750,32
19963,38451,East,1508,22
19964,38454,North,2314,22
19965,38455,South,1577,0
19966,38456,East,1472,22
19967,38462,East,1803,90
19968,38469,North,1430,0
19969,38470,West,1632,0
19970,38472,East,1626,0
19971,38473,East,2514,44
19972,38474,South,1644,22
19973,38478,East,1577,0
19974,38479,East,1546,22
19975,38480,South,1663,0
19976,38483,West,1767,22
19977,38485,West,1336,0
19978,38487,West,2030,32
19979,38489,North,1499,0
19980,38490,North,1622,0
19981,38492,West,1726,0
19982,38493,West,1757,32
19983,38494,West,1628,0
19984,38497,North,1875,22
19985,38499,East,2879,44
19986,38500,South,1582,0
19987,38504,East,2146,32
19988,38508,South,1766,22
19989,38509,West,2387,44
19990,38510,East,1682,32
19991,38511,East,1793,22
19992,38515,North,1454,0
19993,38516,South,2193,22
19994,38517,North,1387,0
19995,38518,South,1310,0
19996,38521,West,1555,0
19997,38522,South,3005,32
19998,38525,East,1713,22
19999,38527,West,2226,32
20000,38529,East,1784,0
20001,38530,South,2168,32
20002,38533,West,2133,64
20003,38540,East,1522,0
20004,38544,East,1597,0
20005,38545,West,1511,22
20006,38549,West,2197,32
20007,38550,West,1526,0
20008,38551,East,2136,22
20009,38554,South,1747,22
20010,38558,West,1454,0
20011,38559,East,2305,22
20012,38562,West,1869,0
20013,38564,West,1669,0
20014,38565,South,2289,44
20015,38567,East,1714,22
20016,38569,East,2788,22
20017,38570,West,1727,32
20018,38571,East,1776,32
20019,38572,West,1609,0
20020,38573,East,1979,64
20021,38575,North,1718,0
20022,38576,North,1684,0
20023,38577,South,1519,0
20024,38579,South,1711,44
20025,38580,North,1403,44
20026,38584,West,1494,22
20027,38586,South,1743,32
20028,38587,West,1998,0
20029,38588,South,1601,22
20030,38591,East,1315,22
20031,38592,North,2004,44
20032,38595,North,1623,0
20033,38596,West,1597,0
20034,38597,West,1650,0
20035,38600,South,1988,44
20036,38603,East,1916,44
20037,38604,West,1545,0
20038,38606,North,1543,22
20039,38607,West,2270,64
20040,38617,South,1599,22
20041,38621,North,2220,32
20042,38622,North,2042,22
20043,38625,South,2491,32
20044,38628,West,1808,44
20045,38629,South,1774,22
20046,38630,South,1349,0
20047,38632,North,1330,0
20048,38634,West,1485,0
20049,38635,North,2237,64
20050,38638,South,1296,0
20051,38640,South,1494,0
20052,38642,South,1389,0
20053,38644,East,1463,0
20054,38645,West,2601,0
20055,38647,West,1550,44
20056,38650,North,2102,22
20057,38652,East,1414,0
20058,38655,East,1694,22
20059,38658,East,2073,22
20060,38659,North,1316,0
20061,38660,North,1826,64
20062,38662,West,1541,22
20063,38663,South,2564,22
20064,38664,East,1421,0
20065,38666,East,2094,64
20066,38667,East,1238,22
20067,38671,West,1465,0
20068,38672,East,1576,0
20069,38674,North,2665,0
20070,38675,North,1527,0
20071,38676,South,1567,0
20072,38678,South,1918,22
20073,38679,South,2081,44
20074,38681,North,2533,22
20075,38686,North,1755,0
20076,38690,West,1775,32
20077,38693,East,1710,32
20078,38696,South,1803,32
20079,38697,North,1755,32
20080,38700,North,1513,22
20081,38702,West,1616,44
20082,38703,West,1650,0
20083,38704,North,2030,32
20084,38706,South,1515,44
20085,38707,East,2299,44
20086,38710,South,1571,0
20087,38712,North,2079,32
20088,38715,South,2130,44
20089,38716,North,1703,0
20090,38721,South,2226,44
20091,38723,North,1915,44
20092,38724,East,2173,44
20093,38725,West,1917,32
20094,38726,South,1813,32
20095,38727,North,1583,0
20096,38728,South,1296,0
20097,38730,West,2135,22
20098,38731,East,1451,0
20099,38733,West,1427,0
20100,38734,North,1635,0
20101,38736,East,2552,0
20102,38739,South,2198,64
20103,38742,South,2920,22
20104,38743,West,1590,44
20105,38744,East,2757,32
20106,38745,North,1398,22
20107,38746,North,1656,32
20108,38747,South,2190,22
20109,38749,East,1383,0
20110,38750,East,1844,22
20111,38751,North,1330,0
20112,38755,East,1537,32
20113,38756,North,1316,0
20114,38759,West,1947,64
20115,38761,West,1410,0
20116,38762,East,2382,22
20117,38763,South,1340,0
20118,38764,West,1673,32
20119,38768,North,1616,0
20120,38770,South,2259,44
20121,38771,East,1593,32
20122,38773,North,1989,64
20123,38774,North,1605,0
20124,38775,West,2046,22
20125,38776,West,2042,22
20126,38777,West,1296,0
20127,38778,South,2466,32
20128,38781,West,1402,0
20129,38782,East,1607,0
20130,38788,East,2341,44
20131,38792,North,1454,0
20132,38793,South,1988,22
20133,38795,West,1307,0
20134,38796,North,1642,0
20135,38797,South,1677,22
20136,38798,South,1685,22
20137,38799,North,1491,0
20138,38801,East,1786,32
20139,38802,East,1136,22
20140,38805,North,1899,32
20141,38806,North,2491,22
20142,38807,East,1770,22
20143,38808,South,1490,32
20144,38813,North,1707,64
20145,38815,South,1817,22
20146,38816,South,1840,22
20147,38817,East,1806,22
20148,38818,East,1719,0
20149,38820,North,1822,22
20150,38823,North,2313,22
20151,38824,East,1756,22
20152,38827,West,1400,0
20153,38828,South,2412,0
20154,38830,North,1660,0
20155,38832,North,1576,0
20156,38833,South,1768,32
20157,38835,East,2455,0
20158,38837,South,2338,44
20159,38840,East,2317,22
20160,38843,East,2249,22
20161,38846,South,1485,22
20162,38849,South,1470,22
20163,38850,North,2358,22
20164,38851,South,2011,0
20165,38852,East,1768,64
20166,38855,North,1334,0
20167,38856,South,2189,32
20168,38859,East,1667,0
20169,38860,North,1615,32
20170,38861,West,1708,22
20171,38865,North,1364,0
20172,38868,East,1873,32
20173,38869,East,1894,64
20174,38870,South,1487,0
20175,38872,West,2743,22
20176,38873,South,2006,32
20177,38875,West,2119,22
20178,38877,North,1615,0
20179,38880,North,2090,32
20180,38881,West,1456,0
20181,38882,East,1748,22
20182,38883,South,2235,44
20183,38888,South,1371,0
20184,38890,North,1707,22
20185,38891,South,1510,0
20186,38895,North,1423,22
20187,38896,East,2942,32
20188,38897,North,1930,32
20189,38898,South,1521,22
20190,38901,South,2446,44
20191,38902,West,1121,64
20192,38903,East,1894,22
20193,38910,West,1357,0
20194,38912,East,1840,22
20195,38913,East,1936,0
20196,38915,North,1321,0
20197,38916,North,1573,64
20198,38918,North,1564,0
20199,38919,South,1340,0
20200,38921,South,1778,22
20201,38922,North,2041,22
20202,38923,East,1638,44
20203,38924,South,1506,0
20204,38928,East,1329,0
20205,38930,North,1335,0
20206,38931,South,2044,22
20207,38933,North,1366,0
20208,38934,West,1327,22
20209,38936,East,1630,64
20210,38939,North,1485,0
20211,38940,West,1710,0
20212,38941,South,1785,32
20213,38944,West,1372,22
20214,38946,South,1754,22
20215,38947,West,1418,0
20216,38949,South,1365,0
20217,38950,West,2154,90
20218,38953,South,1771,0
20219,38954,North,1750,44
20220,38955,North,2205,0
20221,38956,North,2429,22
20222,38962,South,2025,44
20223,38965,East,2288,44
20224,38967,West,1734,32
20225,38969,East,1362,0
20226,38973,West,1600,22
20227,38975,East,1734,0
20228,38976,West,2180,0
20229,38978,North,1498,0
20230,38979,North,2037,64
20231,38986,West,1381,0
20232,38989,West,1354,0
20233,38990,North,2447,22
20234,38993,West,2204,32
20235,39000,North,1960,22
20236,39001,West,1478,0
20237,39004,West,1524,0
20238,39011,North,1670,22
20239,39012,West,1805,0
20240,39013,West,1528,0
20241,39014,East,2564,44
20242,39017,North,1487,0
20243,39018,East,1361,22
20244,39020,East,2420,90
20245,39021,North,2137,22
20246,39022,East,1750,22
20247,39025,South,2160,32
20248,39029,East,1635,64
20249,39030,North,1653,0
20250,39033,South,1940,0
20251,39037,East,2012,0
20252,39038,East,2110,32
20253,39040,East,1427,0
20254,39041,South,1314,0
20255,39042,West,1998,64
20256,39043,West,1562,0
20257,39047,North,1495,0
20258,39049,South,1839,32
20259,39051,South,1515,0
20260,39053,West,1421,0
20261,39055,West,2389,22
20262,39056,West,1490,22
20263,39060,West,1728,22
20264,39061,West,1613,0
20265,39066,North,1405,0
20266,39069,East,1794,44
20267,39072,East,1922,32
20268,39073,East,1450,22
20269,39075,North,1592,22
20270,39078,West,1685,22
20271,39079,South,2668,44
20272,39083,West,1568,32
20273,39087,East,1485,0
20274,39091,North,1678,0
20275,39092,South,1301,0
20276,39093,South,2574,32
20277,39095,South,2134,22
20278,39097,South,1309,0
20279,39099,South,1647,0
20280,39103,West,1392,0
20281,39104,South,1355,0
20282,39105,North,1659,22
20283,39106,East,3026,22
20284,39107,West,1848,32
20285,39109,East,1921,32
20286,39111,West,2071,32
20287,39112,West,2063,22
20288,39115,West,1422,22
20289,39118,South,1521,22
20290,39119,South,1849,0
20291,39120,East,2567,64
20292,39121,South,1561,22
20293,39122,East,2334,64
20294,39123,East,1595,32
20295,39124,West,1844,32
20296,39125,West,1560,0
20297,39133,East,1694,44
20298,39135,East,2064,32
20299,39136,South,2332,44
20300,39137,East,1837,0
20301,39138,West,1481,0
20302,39140,North,2368,22
20303,39141,South,2009,32
20304,39142,North,1741,22
20305,39143,South,1364,0
20306,39145,West,1993,22
